item_id,category,name,subtype,rarity,attunement,consumable,source,heliana_n,heliana_recipes,notes,rarity_norm,category_norm,attunement_norm,source_ref,power_band
talking_doll,Wondrous Item,Talking Doll,,Common,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"While this doll is within 5 feet of you, you can spend a Short Rest telling it to say up to six phrases, none of which can be more than six words long, and set a condition under which the dollspeaks each phrase.",common,wondrous,yes,DMG,1
tankard_of_sobriety,Wondrous Item,Tankard of Sobriety,,Common,,False,DMG 2024 (Magic Items A–Z PDF),0,,This tankard has a stern face sculpted into one side.,common,wondrous,no,DMG,1
tome_of_clear_thought,Wondrous Item,Tome of Clear Thought,,Very Rare,,False,DMG 2024 (Magic Items A–Z PDF),0,,"This book contains memory and logic exercises, and its words are charged with magic.",very rare,wondrous,no,DMG,4
tome_of_leadership_and_influence,Wondrous Item,Tome of Leadership and Influence,,Very Rare,,False,DMG 2024 (Magic Items A–Z PDF),0,,"This book contains guidelines for influencing and charming others, and its words are charged with magic.",very rare,wondrous,no,DMG,4
tome_of_understanding,Wondrous Item,Tome of Understanding,,Very Rare,,False,DMG 2024 (Magic Items A–Z PDF),0,,"This book contains intuition and insight exercises, and its words are charged with magic.",very rare,wondrous,no,DMG,4
tome_of_the_stilled_tongue,Wondrous Item,Tome of the Stilled Tongue,,Legendary,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,This book has a desiccated tongue pinned to its front cover.,legendary,wondrous,yes,DMG,5
universal_solvent,Wondrous Item,Universal Solvent,,Legendary,,False,DMG 2024 (Magic Items A–Z PDF),0,,This tube holds milky liquid with a strong alcohol smell.,legendary,wondrous,no,DMG,5
veteran_s_cane,Wondrous Item,Veteran’s Cane,,Common,,False,DMG 2024 (Magic Items A–Z PDF),0,,"As a Bonus Action, you can transform this walking cane into an ordinary Longsword or change the Longsword back into a walking cane.",common,wondrous,no,DMG,1
well_of_many_worlds,Wondrous Item,Well of Many Worlds,,Legendary,,False,DMG 2024 (Magic Items A–Z PDF),0,,"This fine black cloth, soft as silk, is folded up to the dimensions of a handkerchief.",legendary,wondrous,no,DMG,5
wind_fan,Wondrous Item,Wind Fan,,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),0,,"While holding this fan, you can cast Gust of Wind (save DC 13) from it.",uncommon,wondrous,no,DMG,2
winged_boots,Wondrous Item,Winged Boots,,Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,These boots have 4 charges and regain 1d4 expended charges daily at dawn.,uncommon,wondrous,yes,DMG,2
wings_of_flying,Wondrous Item,Wings of Flying,,Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"While wearing this cloak, you can take a Magic action to turn the cloak into a pair of wings on your back.",rare,wondrous,yes,DMG,3
wraps_of_unarmed_power,Wondrous Item,Wraps of Unarmed Power,,"Uncommon (+1), Rare (+2),; Very Rare (+3)",,False,DMG 2024 (Magic Items A–Z PDF),0,,"While wearing these wraps, you have a bonus to attack rolls and damage rolls made with your Unarmed Strikes.",very rare,wondrous,no,DMG,4
potion_of_healing,Potion,Potion of Healing,,Common,,True,XGtE,0,,,common,potion,no,XGtE,1
spell_scroll_cantrip,Scroll,Spell Scroll (Cantrip),,Common,,True,XGtE,0,,,common,scroll,no,XGtE,1
spell_scroll_1st_level,Scroll,Spell Scroll (1st Level),,Common,,True,XGtE,0,,,common,scroll,no,XGtE,1
unbreakable_arrow,Weapon,Unbreakable Arrow,,Common,,False,XGtE,0,,,common,weapon,no,XGtE,1
wand_of_scowls,Wand,Wand of Scowls,,Common,,False,XGtE,0,,,common,wand,no,XGtE,1
wand_of_smiles,Wand,Wand of Smiles,,Common,,False,XGtE,0,,,common,wand,no,XGtE,1
ammunition_plus_1,Weapon,"Ammunition, +1",,Uncommon,,False,XGtE,0,,,uncommon,weapon,no,XGtE,2
potion_of_healing_greater,Potion,"Potion of Healing, Greater",,Uncommon,,True,XGtE,0,,,uncommon,potion,no,XGtE,1
potion_of_hill_giant_strength,Potion,Potion of Hill Giant Strength,,Uncommon,,True,XGtE,0,,,uncommon,potion,no,XGtE,1
spell_scroll_2nd_level,Scroll,Spell Scroll (2nd Level),,Uncommon,,True,XGtE,0,,,uncommon,scroll,no,XGtE,1
spell_scroll_3rd_level,Scroll,Spell Scroll (3rd Level),,Uncommon,,True,XGtE,0,,,uncommon,scroll,no,XGtE,1
ammunition_plus_2,Weapon,"Ammunition, +2",,Rare,,False,XGtE,0,,,rare,weapon,no,XGtE,3
potion_of_fire_giant_strength,Potion,Potion of Fire Giant Strength,,Rare,,True,XGtE,0,,,rare,potion,no,XGtE,1
potion_of_frost_giant_strength,Potion,Potion of Frost Giant Strength,,Rare,,True,XGtE,0,,,rare,potion,no,XGtE,1
potion_of_stone_giant_strength,Potion,Potion of Stone Giant Strength,,Rare,,True,XGtE,0,,,rare,potion,no,XGtE,1
potion_of_healing_superior,Potion,"Potion of Healing, Superior",,Rare,,True,XGtE,0,,,rare,potion,no,XGtE,1
quaal_s_feather_token,Wondrous Item,Quaal’s Feather Token,,Rare,,False,XGtE,0,,,rare,wondrous,no,XGtE,3
spell_scroll_4th_level,Scroll,Spell Scroll (4th Level),,Rare,,True,XGtE,0,,,rare,scroll,no,XGtE,1
spell_scroll_5th_level,Scroll,Spell Scroll (5th Level),,Rare,,True,XGtE,0,,,rare,scroll,no,XGtE,1
ammunition_plus_3,Weapon,"Ammunition, +3",,Rare,,False,XGtE,0,,,rare,weapon,no,XGtE,3
arrow_of_slaying,Weapon,Arrow of Slaying,,Rare,,False,XGtE,0,,,rare,weapon,no,XGtE,3
potion_of_cloud_giant_strength,Potion,Potion of Cloud Giant Strength,,Rare,,True,XGtE,0,,,rare,potion,no,XGtE,1
potion_of_healing_supreme,Potion,"Potion of Healing, Supreme",,Rare,,True,XGtE,0,,,rare,potion,no,XGtE,1
spell_scroll_6th_level,Scroll,Spell Scroll (6th Level),,Rare,,True,XGtE,0,,,rare,scroll,no,XGtE,1
spell_scroll_7th_level,Scroll,Spell Scroll (7th Level),,Rare,,True,XGtE,0,,,rare,scroll,no,XGtE,1
spell_scroll_8th_level,Scroll,Spell Scroll (8th Level),,Rare,,True,XGtE,0,,,rare,scroll,no,XGtE,1
potion_of_storm_giant_strength,Potion,Potion of Storm Giant Strength,,Legendary,,True,XGtE,0,,,legendary,potion,no,XGtE,3
spell_scroll_9th_level,Scroll,Spell Scroll (9th Level),,Legendary,,True,XGtE,0,,,legendary,scroll,no,XGtE,3
figurine_of_wondrous_power_silver_raven,Wondrous Item,Figurine of Wondrous Power (silver Raven),,Uncommon,,False,XGtE,0,,,uncommon,wondrous,no,XGtE,2
instrument_of_the_bards_doss_lute,Wondrous Item,Instrument of the Bards (doss Lute),,Uncommon,Required,False,XGtE,0,,,uncommon,wondrous,yes,XGtE,2
instrument_of_the_bards_fochlucan_bandore,Wondrous Item,Instrument of the Bards (fochlucan Bandore),,Uncommon,Required,False,XGtE,0,,,uncommon,wondrous,yes,XGtE,2
instrument_of_the_bards_mac_fuirmidh_cittern,Wondrous Item,Instrument of the Bards (mac-Fuirmidh Cittern),,Uncommon,Required,False,XGtE,0,,,uncommon,wondrous,yes,XGtE,2
rod_of_the_pact_keeper_plus_1,Rod,"Rod of the Pact Keeper, +1",,Uncommon,Required,False,XGtE,0,,,uncommon,rod,yes,XGtE,2
shield_plus_1,Armor,"Shield, +1",,Uncommon,,False,XGtE,0,,,uncommon,armor,no,XGtE,2
wand_of_the_war_mage_plus_1,Wand,"Wand of the War Mage, +1",,Uncommon,Required,False,XGtE,0,,,uncommon,wand,yes,XGtE,2
weapon_plus_1,Weapon,"Weapon, +1",,Uncommon,,False,XGtE,0,,,uncommon,weapon,no,XGtE,2
armor_plus_1,Armor,"Armor, +1",,Rare,,False,XGtE,0,,,rare,armor,no,XGtE,3
belt_of_hill_giant_strength,Wondrous Item,Belt of Hill Giant Strength,,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
figurine_of_wondrous_power_bronze_griffon,Wondrous Item,Figurine of Wondrous Power (bronze Griffon),,Rare,,False,XGtE,0,,,rare,wondrous,no,XGtE,3
figurine_of_wondrous_power_ebony_fly,Wondrous Item,Figurine of Wondrous Power (ebony Fly),,Rare,,False,XGtE,0,,,rare,wondrous,no,XGtE,3
figurine_of_wondrous_power_golden_lions,Wondrous Item,Figurine of Wondrous Power (golden Lions),,Rare,,False,XGtE,0,,,rare,wondrous,no,XGtE,3
figurine_of_wondrous_power_ivory_goats,Wondrous Item,Figurine of Wondrous Power (ivory Goats),,Rare,,False,XGtE,0,,,rare,wondrous,no,XGtE,3
figurine_of_wondrous_power_marble_elephant,Wondrous Item,Figurine of Wondrous Power (marble Elephant),,Rare,,False,XGtE,0,,,rare,wondrous,no,XGtE,3
figurine_of_wondrous_power_onyx_dog,Wondrous Item,Figurine of Wondrous Power (onyx Dog),,Rare,,False,XGtE,0,,,rare,wondrous,no,XGtE,3
figurine_of_wondrous_power_serpentine_owl,Wondrous Item,Figurine of Wondrous Power (serpentine Owl),,Rare,,False,XGtE,0,,,rare,wondrous,no,XGtE,3
horn_of_valhalla_silver_or_brass,Wondrous Item,Horn of Valhalla (silver or Brass),,Rare,,False,XGtE,0,,,rare,wondrous,no,XGtE,3
instrument_of_the_bards_canaith_mandolin,Wondrous Item,Instrument of the Bards (canaith Mandolin),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
instrument_of_the_bards_cli_lyre,Wondrous Item,Instrument of the Bards (cli Lyre),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
ioun_stone_awareness,Wondrous Item,Ioun Stone (awareness),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
ioun_stone_protection,Wondrous Item,Ioun Stone (protection),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
ioun_stone_reserve,Wondrous Item,Ioun Stone (reserve),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
ioun_stone_sustenance,Wondrous Item,Ioun Stone (sustenance),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
rod_of_the_pact_keeper_plus_2,Rod,"Rod of the Pact Keeper, +2",,Rare,Required,False,XGtE,0,,,rare,rod,yes,XGtE,3
shield_plus_2,Armor,"Shield, +2",,Rare,,False,XGtE,0,,,rare,armor,no,XGtE,3
wand_of_the_war_mage_plus_2,Wand,"Wand of the War Mage, +2",,Rare,Required,False,XGtE,0,,,rare,wand,yes,XGtE,3
weapon_plus_2,Weapon,"Weapon, +2",,Rare,,False,XGtE,0,,,rare,weapon,no,XGtE,3
armor_plus_2,Armor,"Armor, +2",,Rare,,False,XGtE,0,,,rare,armor,no,XGtE,3
belt_of_fire_giant_strength,Wondrous Item,Belt of Fire Giant Strength,,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
belt_of_giant_strength_frost_stone,Wondrous Item,Belt of Giant Strength (frost/stone),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
crystal_ball_very_rare,Wondrous Item,Crystal Ball (very Rare),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
figurine_of_wondrous_power_obsidian_steed,Wondrous Item,Figurine of Wondrous Power (obsidian Steed),,Rare,,False,XGtE,0,,,rare,wondrous,no,XGtE,3
horn_of_valhalla_bronze,Wondrous Item,Horn of Valhalla (bronze),,Rare,,False,XGtE,0,,,rare,wondrous,no,XGtE,3
instrument_of_the_bards_anstruth_harp,Wondrous Item,Instrument of the Bards (anstruth Harp),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
ioun_stone_absorption,Wondrous Item,Ioun Stone (absorption),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
ioun_stone_agility,Wondrous Item,Ioun Stone (agility),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
ioun_stone_fortitude,Wondrous Item,Ioun Stone (fortitude),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
ioun_stone_insight,Wondrous Item,Ioun Stone (insight),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
ioun_stone_intellect,Wondrous Item,Ioun Stone (intellect),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
ioun_stone_leadership,Wondrous Item,Ioun Stone (leadership),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
ioun_stone_strength,Wondrous Item,Ioun Stone (strength),,Rare,Required,False,XGtE,0,,,rare,wondrous,yes,XGtE,3
rod_of_the_pact_keeper_plus_3,Rod,"Rod of the Pact Keeper, +3",,Rare,Required,False,XGtE,0,,,rare,rod,yes,XGtE,3
shield_plus_3,Armor,"Shield, +3",,Rare,,False,XGtE,0,,,rare,armor,no,XGtE,3
wand_of_the_war_mage_plus_3,Wand,"Wand of the War Mage, +3",,Rare,Required,False,XGtE,0,,,rare,wand,yes,XGtE,3
weapon_plus_3,Weapon,"Weapon, +3",,Rare,,False,XGtE,0,,,rare,weapon,no,XGtE,3
armor_plus_3,Armor,"Armor, +3",,Legendary,,False,XGtE,0,,,legendary,armor,no,XGtE,5
belt_of_cloud_giant_strength,Wondrous Item,Belt of Cloud Giant Strength,,Legendary,Required,False,XGtE,0,,,legendary,wondrous,yes,XGtE,5
belt_of_storm_giant_strength,Wondrous Item,Belt of Storm Giant Strength,,Legendary,Required,False,XGtE,0,,,legendary,wondrous,yes,XGtE,5
crystal_ball_legendary,Wondrous Item,Crystal Ball (legendary),,Legendary,Required,False,XGtE,0,,,legendary,wondrous,yes,XGtE,5
horn_of_valhalla_iron,Wondrous Item,Horn of Valhalla (iron),,Legendary,,False,XGtE,0,,,legendary,wondrous,no,XGtE,5
instrument_of_the_bards_ollamh_harp,Wondrous Item,Instrument of the Bards (ollamh Harp),,Legendary,Required,False,XGtE,0,,,legendary,wondrous,yes,XGtE,5
ioun_stone_greater_absorption,Wondrous Item,Ioun Stone (greater Absorption),,Legendary,Required,False,XGtE,0,,,legendary,wondrous,yes,XGtE,5
ioun_stone_mastery,Wondrous Item,Ioun Stone (mastery),,Legendary,Required,False,XGtE,0,,,legendary,wondrous,yes,XGtE,5
ioun_stone_regeneration,Wondrous Item,Ioun Stone (regeneration),,Legendary,Required,False,XGtE,0,,,legendary,wondrous,yes,XGtE,5
ring_of_air_elemental_command,Ring,Ring of Air Elemental Command,,Legendary,Required,False,XGtE,0,,,legendary,ring,yes,XGtE,5
ring_of_earth_elemental_command,Ring,Ring of Earth Elemental Command,,Legendary,Required,False,XGtE,0,,,legendary,ring,yes,XGtE,5
ring_of_fire_elemental_command,Ring,Ring of Fire Elemental Command,,Legendary,Required,False,XGtE,0,,,legendary,ring,yes,XGtE,5
ring_of_water_elemental_command,Ring,Ring of Water Elemental Command,,Legendary,Required,False,XGtE,0,,,legendary,ring,yes,XGtE,5
illuminator_s_tattoo,Wondrous Item,Illuminator’s Tattoo,,Common,Required,False,TCE,0,,,common,wondrous,yes,TCE,1
masquerade_tattoo,Wondrous Item,Masquerade Tattoo,,Common,Required,False,TCE,0,,,common,wondrous,yes,TCE,1
spellwrought_tattoo,Wondrous Item,Spellwrought Tattoo,,Common,,False,TCE,0,,,common,wondrous,no,TCE,1
all_purpose_tool,Wondrous Item,All-Purpose Tool,,Uncommon,Required,False,TCE,0,,,uncommon,wondrous,yes,TCE,2
amulet_of_the_devout,Wondrous Item,Amulet of the Devout,,Uncommon,Required,False,TCE,0,,,uncommon,wondrous,yes,TCE,2
arcane_grimoire,Wondrous Item,Arcane Grimoire,,Uncommon,Required,False,TCE,0,,,uncommon,wondrous,yes,TCE,2
barrier_tattoo,Wondrous Item,Barrier Tattoo,,Uncommon,Required,False,TCE,0,,,uncommon,wondrous,yes,TCE,2
bloodwell_vial,Wondrous Item,Bloodwell Vial,,Uncommon,Required,False,TCE,0,,,uncommon,wondrous,yes,TCE,2
coiling_grasp_tattoo,Wondrous Item,Coiling Grasp Tattoo,,Uncommon,Required,False,TCE,0,,,uncommon,wondrous,yes,TCE,2
eldritch_claw_tattoo,Wondrous Item,Eldritch Claw Tattoo,,Uncommon,Required,False,TCE,0,,,uncommon,wondrous,yes,TCE,2
feywild_shard,Wondrous Item,Feywild Shard,,Uncommon,Required,False,TCE,0,,,uncommon,wondrous,yes,TCE,2
guardian_emblem,Wondrous Item,Guardian Emblem,,Uncommon,Required,False,TCE,0,,,uncommon,wondrous,yes,TCE,2
moon_sickle,Wondrous Item,Moon Sickle,,Uncommon,Required,False,TCE,0,,,uncommon,wondrous,yes,TCE,2
rhythm_maker_s_drum,Wondrous Item,Rhythm-Maker’s Drum,,Uncommon,Required,False,TCE,0,,,uncommon,wondrous,yes,TCE,2
alchemical_compendium,Wondrous Item,Alchemical Compendium,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
astral_shard,Wondrous Item,Astral Shard,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
astromancy_archive,Wondrous Item,Astromancy Archive,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
atlas_of_endless_horizons,Wondrous Item,Atlas of Endless Horizons,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
bell_branch,Wondrous Item,Bell Branch,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
devotee_s_censer,Wondrous Item,Devotee’s Censer,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
duplicitous_manuscript,Wondrous Item,Duplicitous Manuscript,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
elemental_essence_shard,Wondrous Item,Elemental Essence Shard,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
far_realm_shard,Wondrous Item,Far Realm Shard,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
fulminating_treatise,Wondrous Item,Fulminating Treatise,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
heart_weaver_s_primer,Wondrous Item,Heart Weaver’s Primer,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
libram_of_souls_and_flesh,Wondrous Item,Libram of Souls and Flesh,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
lyre_of_building,Wondrous Item,Lyre of Building,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
outer_essence_shard,Wondrous Item,Outer Essence Shard,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
planecaller_s_codex,Wondrous Item,Planecaller’s Codex,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
protective_verses,Wondrous Item,Protective Verses,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
reveler_s_concertina,Wondrous Item,Reveler’s Concertina,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
shadowfell_brand_tattoo,Wondrous Item,Shadowfell Brand Tattoo,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
shadowfell_shard,Wondrous Item,Shadowfell Shard,,Rare,Required,False,TCE,0,,,rare,wondrous,yes,TCE,3
absorbing_tattoo,Wondrous Item,Absorbing Tattoo,,Very Rare,Required,False,TCE,0,,,very rare,wondrous,yes,TCE,4
crystalline_chronicle,Wondrous Item,Crystalline Chronicle,,Very Rare,Required,False,TCE,0,,,very rare,wondrous,yes,TCE,4
ghost_step_tattoo,Wondrous Item,Ghost Step Tattoo,,Very Rare,Required,False,TCE,0,,,very rare,wondrous,yes,TCE,4
lifewell_tattoo,Wondrous Item,Lifewell Tattoo,,Very Rare,Required,False,TCE,0,,,very rare,wondrous,yes,TCE,4
blood_fury_tattoo,Wondrous Item,Blood Fury Tattoo,,Legendary,Required,False,TCE,0,,,legendary,wondrous,yes,TCE,5
baba_yaga_s_mortar_and_pestle,Wondrous Item,Baba Yaga’s Mortar and Pestle,,Artifact,Required,False,TCE,0,,,artifact,wondrous,yes,TCE,5
