item_id,name,category,subtype,rarity,attunement,consumable,source,allowed,notes,att_detail,rarity_norm,category_norm,attunement_norm,source_ref,power_band
barrier_tattoo,Barrier Tattoo,Wondrous Item,,Uncommon,Required,False,TCE,True,,Requires Attunement,uncommon,wondrous,yes,TCE,2
bloodwell_vial,Bloodwell Vial,Wondrous Item,,Uncommon,Required,False,TCE,True,,Requires Attunement,uncommon,wondrous,yes,TCE,2
coiling_grasp_tattoo,Coiling Grasp Tattoo,Wondrous Item,,Uncommon,Required,False,TCE,True,,Requires Attunement,uncommon,wondrous,yes,TCE,2
eldritch_claw_tattoo,Eldritch Claw Tattoo,Wondrous Item,,Uncommon,Required,False,TCE,True,,Requires Attunement,uncommon,wondrous,yes,TCE,2
feywild_shard,Feywild Shard,Wondrous Item,,Uncommon,Required,False,TCE,True,,Requires Attunement,uncommon,wondrous,yes,TCE,2
guardian_emblem,Guardian Emblem,Wondrous Item,,Uncommon,Required,False,TCE,True,,Requires Attunement,uncommon,wondrous,yes,TCE,2
moon_sickle,Moon Sickle,Wondrous Item,,Uncommon,Required,False,TCE,True,,Requires Attunement,uncommon,wondrous,yes,TCE,2
rhythm_maker_s_drum,Rhythm-Maker’s Drum,Wondrous Item,,Uncommon,Required,False,TCE,True,,Requires Attunement,uncommon,wondrous,yes,TCE,2
alchemical_compendium,Alchemical Compendium,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
astral_shard,Astral Shard,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
astromancy_archive,Astromancy Archive,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
atlas_of_endless_horizons,Atlas of Endless Horizons,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
bell_branch,Bell Branch,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
devotee_s_censer,Devotee’s Censer,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
duplicitous_manuscript,Duplicitous Manuscript,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
elemental_essence_shard,Elemental Essence Shard,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
far_realm_shard,Far Realm Shard,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
fulminating_treatise,Fulminating Treatise,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
heart_weaver_s_primer,Heart Weaver’s Primer,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
libram_of_souls_and_flesh,Libram of Souls and Flesh,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
lyre_of_building,Lyre of Building,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
outer_essence_shard,Outer Essence Shard,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
planecaller_s_codex,Planecaller’s Codex,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
protective_verses,Protective Verses,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
reveler_s_concertina,Reveler’s Concertina,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
shadowfell_brand_tattoo,Shadowfell Brand Tattoo,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
shadowfell_shard,Shadowfell Shard,Wondrous Item,,Rare,Required,False,TCE,True,,Requires Attunement,rare,wondrous,yes,TCE,3
absorbing_tattoo,Absorbing Tattoo,Wondrous Item,,Very Rare,Required,False,TCE,True,,Requires Attunement,very rare,wondrous,yes,TCE,4
crystalline_chronicle,Crystalline Chronicle,Wondrous Item,,Very Rare,Required,False,TCE,True,,Requires Attunement,very rare,wondrous,yes,TCE,4
ghost_step_tattoo,Ghost Step Tattoo,Wondrous Item,,Very Rare,Required,False,TCE,True,,Requires Attunement,very rare,wondrous,yes,TCE,4
lifewell_tattoo,Lifewell Tattoo,Wondrous Item,,Very Rare,Required,False,TCE,True,,Requires Attunement,very rare,wondrous,yes,TCE,4
blood_fury_tattoo,Blood Fury Tattoo,Wondrous Item,,Legendary,Required,False,TCE,True,,Requires Attunement,legendary,wondrous,yes,TCE,5
baba_yaga_s_mortar_and_pestle,Baba Yaga’s Mortar and Pestle,Wondrous Item,,Artifact,Required,False,TCE,True,,Requires Attunement,artifact,wondrous,yes,TCE,5
crook_of_rao,Crook of Rao,Wondrous Item,,Artifact,Required,False,TCE,True,,Requires Attunement,artifact,wondrous,yes,TCE,5
luba_s_tarokka_of_souls,Luba’s Tarokka of Souls,Wondrous Item,,Artifact,Required,False,TCE,True,,Requires Attunement,artifact,wondrous,yes,TCE,5
mighty_servant_of_leuk_o,Mighty Servant of Leuk-O,Wondrous Item,,Artifact,Required,False,TCE,True,,Requires Attunement,artifact,wondrous,yes,TCE,5
teeth_of_dahlver_nar,Teeth of Dahlver-Nar,Wondrous Item,,Artifact,Required,False,TCE,True,,Requires Attunement,artifact,wondrous,yes,TCE,5
boots_of_the_winding_path,Boots of the Winding Path,Wondrous Item,,Uncommon,Required,False,EFotA,True,"While wearing these boots, you can take a Bonus Action to teleport up to 15 feet to an unoccupied space you can see. You must have occupied that space at some point during the current turn.",Requires Attunement,uncommon,wondrous,yes,EFotA,2
dazzling_weapon,Dazzling Weapon,Weapon,Any Simple or Martial,Rare,Required,False,EFotA,True,"This magic weapon grants a +1 bonus to attack and damage rolls made with it. While holding it, you can take a Bonus Action to cause it to shed Bright Light in a 30-foot radius and Dim Light for an additional 30 feet. You can extinguish the light as a Bonus Action.",Requires Attunement,rare,weapon,yes,EFotA,3
helm_of_awareness,Helm of Awareness,Wondrous Item,,Uncommon,,False,EFotA,True,"While wearing this helmet, you have Advantage on Initiative rolls.",,uncommon,wondrous,no,EFotA,2
manifold_tool,Manifold Tool,Wondrous Item,,Common,Required,False,EFotA,True,"This tool takes the form of a wrench, a screwdriver, or another basic tool. As a Magic action, you can touch the item and transform it into a type of Artisan’s Tools of your choice. Whatever form the tool takes, you have proficiency with it when you use it.",Requires Attunement,common,wondrous,yes,EFotA,1
mind_sharpener,Mind Sharpener,Ring,,Uncommon,Required,False,EFotA,True,"The item has 4 charges. When you fail a Constitution saving throw to maintain Concentration, you can take a Reaction and expend 1 of the item’s charges to succeed instead. The item regains 1d4 expended charges daily at dawn.",Requires Attunement,uncommon,ring,yes,EFotA,2
repeating_shot,Repeating Shot,Weapon,Any Simple or Martial with the Ammunition Property,Uncommon,Required,False,EFotA,True,"This magic weapon grants a +1 bonus to attack and damage rolls made with it when it’s used to make a ranged attack, and it ignores the Loading property if it has that property.",Requires Attunement,uncommon,weapon,yes,EFotA,2
repulsion_shield,Repulsion Shield,Armor,Shield,Uncommon,,False,EFotA,True,You gain a +1 bonus to Armor Class while wielding this shield.,,uncommon,shield,no,EFotA,2
returning_weapon,Returning Weapon,Weapon,Any Simple or Martial with the Thrown Property,Uncommon,,False,EFotA,True,"This magic weapon grants a +1 bonus to attack and damage rolls made with it, and it returns to your hand immediately after you use it to make a ranged attack roll.",,uncommon,weapon,no,EFotA,2
spell_refueling_ring,Spell-Refueling Ring,Ring,,Uncommon,Required,False,EFotA,True,"While wearing this ring, you can recover one expended spell slot as a Bonus Action. The recovered slot can be of level 3 or lower. Once used, the ring can’t be used again until the next dawn.",Requires Attunement,uncommon,ring,yes,EFotA,2
calimemnon_crystal,Calimemnon Crystal,Wondrous Item,,Artifact,Required,False,FRAiF,True,"This immaculately cut sixty-sided diamond fits in one hand, yet it contains an entire genie empire. The Calimemnon Crystal was made by high elf magic to imprison the notorious genie lords Calim and Memnon , who once ruled and warred over what is now Calimshan .",Requires Attunement,artifact,wondrous,yes,FRAiF,5
crown_of_horns,Crown of Horns,Wondrous Item,,Artifact,Required,False,FRAiF,True,Display in VTT,Requires Attunement,artifact,wondrous,yes,FRAiF,5
harper_pin,Harper Pin,Wondrous Item,,Uncommon,Required,False,FRAiF,True,"When you attune to this pin, choose a Harper persona (see the Forgotten Realms: Heroes of Faerûn for examples), including an alignment and a creature type. While wearing this pin, you register as that persona when targeted by magic to determine your creature type, alignment, or location.",Requires Attunement,uncommon,wondrous,yes,FRAiF,2
orb_of_damara,Orb of Damara,Wondrous Item,,Artifact,Required,False,FRAiF,True,"A wizard named Damara created this orb while devising a way to become a dragon. Aided by a mysterious magician (actually an aspect of Tiamat in disguise), Damara eventually created an Artifact that would enable him to achieve his dream. Yet the potential power of his creation terrified Damara so muc",Requires Attunement,artifact,wondrous,yes,FRAiF,5
tome_of_the_dragon,Tome of the Dragon,Wondrous Item,,Legendary,,False,FRAiF,True,This heavy tome is bound in dragonhide and reinforced with thick bands of cold iron. The original copies were made by wyrmspeakers of the Cult of the Dragon and bear that cult’s symbol on their cover. The Tome of the Dragon contains the secret ritual to transform a dragon or a dead dragon’s body int,,legendary,wondrous,no,FRAiF,5
windskiff,Windskiff,Wondrous Item,,Rare,,False,FRAiF,True,"This small piece of jewelry has 3 charges and regains all expended charges daily at dawn. While you are holding it, you can take a Magic action to expend 1 charge, which causes the jewelry to transform into a sail-powered personal vehicle. The vehicle is roughly the size and shape of a household doo",,rare,wondrous,no,FRAiF,3
adder_stone,Adder Stone,Wondrous Item,,Rare,,False,GHCG,True,"These glassy stones are often found near the place where a marra was slain. Each Adder Stone is the size of a small fruit and has a natural hole in it. While you carry an Adder Stone, the first time you would gain the Paralyzed condition, the stone shatters and that condition is removed.",,rare,wondrous,no,GHCG,3
aether_blood,Aether Blood,Potion,,Rare,,True,GHCG,True,"The most extravagant rumors claim the creation of this glowing purple liquid requires the blood of a unicorn -- a creature generally regarded as mythical. Regardless of the truth, the potent magic in a vial of Aether Blood leads many spellcasters to carry it for use in dire circumstances.",,rare,potion,no,GHCG,1
amulet_of_curse_suppression,Amulet of Curse Suppression,Wondrous Item,,Very Rare,Required,False,GHCG,True,"This glittering amulet of ivory and silver can be used to temporarily fend off the effects of curses. While attuned to the amulet, the effects of any curses on you are nullified, as though they had been removed by the Remove Curse spell.",Requires Attunement,very rare,wondrous,yes,GHCG,4
angelskin_armor,Angelskin Armor,Armor,Leather,Legendary,Required,False,GHCG,True,"This leather armor is made from the flayed flesh of angels. While attuned to the armor, you have Resistance to Bludgeoning, Piercing, and Slashing damage. Any Celestial that sees this armor immediately becomes Hostile toward the wearer, and any Fiend wants to possess it at any cost.",Requires Attunement,legendary,armor,yes,GHCG,5
arcane_oil,Arcane Oil,Potion,,Rare,,True,GHCG,True,"This substance is created by distilling the jelly that encases the brain of a xakalonus. You can take a Bonus Action to coat one weapon or up to 20 pieces of ammunition. If the coated objects are not magical, for the next minute, your attacks with the coated weapon or ammunition gain a +2 bonus to a",,rare,potion,no,GHCG,1
arc_rifle,Arc Rifle,Wondrous Item,,Very Rare,,False,GHCG,True,"In the unforgiving lands of Etharis, having reliable and efficient weapons is as essential as carrying water and food. In that regard, skilled inventors are highly sought, and among them gnomes are the most renowned. However, innovation can sometimes go too far, and the Arc Rifle is the perfect exam",,very rare,wondrous,no,GHCG,4
ardor,Ardor,Weapon,Battleaxe,Artifact,Required,False,GHCG,True,"The blades of this axe smolder with an inner light, and the dark wooden handle is accented with silver. After the celestial realm turned back yet another assault from the forces of evil, a fiendish forge master received a vision, allowing them to craft a weapon like no other. Ardor now lies in a hid",Requires Attunement,artifact,weapon,yes,GHCG,5
armor_of_zombie_flesh,Armor of Zombie Flesh,Armor,Hide,Rare,Required,False,GHCG,True,"This armor is formed from the tanned flesh of a zombie. While wearing this armor, your Armor Class becomes 14 + your Dexterity modifier. While attuned to this armor, when you take Necrotic damage, you can use a Reaction to halve that Necrotic damage (round down).",Requires Attunement,rare,armor,yes,GHCG,3
banshee_box,Banshee Box,Wondrous Item,,Common,,False,GHCG,True,"This ivory music box is inlaid with silver decorations depicting tiny scenes of gruesome violence. If a creature holds the box for at least one minute, they can use a Magic action to mentally command the box to make a sound or phrase of their choosing, lasting up to one minute. Once the lid is open,",,common,wondrous,no,GHCG,1
blessed_reliquary,Blessed Reliquary,Wondrous Item,,Rare,Required,False,GHCG,True,"This small wooden or ivory box holds a piece of a saint. While it is on your person, you gain the following benefits:",Requires Attunement,rare,wondrous,yes,GHCG,3
bliss,Bliss,Wondrous Item,,Uncommon,,False,GHCG,True,"The magical drug comes in the form of a small, round pellet of white powder. If ingested by a Humanoid, that creature is filled with feelings of calm and happiness.",,uncommon,wondrous,no,GHCG,2
blood_capsule,Blood Capsule,Wondrous Item,,Common,,False,GHCG,True,This cylindrical flask is etched with arcane runes. Humanoid blood stored in the blood capsule remains fresh for up to one year. The flask stores enough blood to sustain a vampire for one day.,,common,wondrous,no,GHCG,1
bow_of_four,Bow of Four,Weapon,Longbow,Very Rare,Required,False,GHCG,True,David Alunan,Requires Attunement,very rare,weapon,yes,GHCG,4
brazen_armor,Brazen Armor,Armor,Plate Armor,Very Rare,Required,False,GHCG,True,"This armor, fashioned from the body of an Empyrean brazen bull, gleams brightly in direct sunlight. While wearing this armor, you have a +1 bonus to Armor Class. In addition, you have Resistance to Fire and Radiant damage.",Requires Attunement,very rare,armor,yes,GHCG,4
cap_of_bravery,Cap of Bravery,Wondrous Item,,Uncommon,,False,GHCG,True,"Woven from the remains of an old snarite, this cap provides the wearer with a sense of magical peace and calm that emanates from them. While wearing this cap, you radiate an aura in a 30-foot Emanation. You and allies in this aura have Advantage on saving throws to avoid or end effects that include ",,uncommon,wondrous,no,GHCG,2
carvaloth_scale_armor,Carvaloth Scale Armor,Armor,Scale Mail,Uncommon,,False,GHCG,True,"This red-tinged armor made from carvaloth scales automatically shifts its color to camouflage you. When you wear this armor, Wisdom (Perception) checks made to perceive you have Disadvantage, and you have Advantage on Dexterity (Stealth) checks.",,uncommon,armor,no,GHCG,2
caustic_rapier,Caustic Rapier,Weapon,Rapier,Rare,Required,False,GHCG,True,"This strange weapon is fashioned from the mandible of a hivewolf. You gain a +2 bonus to attack and damage rolls made with this weapon. When you roll a 19 or 20 on your attack roll with this weapon, that attack does an additional 7 (2d6) Acid damage. In addition, you have Immunity to Acid damage whi",Requires Attunement,rare,weapon,yes,GHCG,3
cinder_coat,Cinder Coat,Armor,Leather,Very Rare,Required,False,GHCG,True,This floor-length leather duster is the color of dying embers. You have a +2 bonus to Armor Class while wearing this armor.,Requires Attunement,very rare,armor,yes,GHCG,4
cloak_of_the_listener,Cloak of the Listener,Wondrous Item,,Rare,,False,GHCG,True,"This is a cloak made of ears that were once part of a swarm of ears. It pulses gently and oozes yellow fluid from its many holes. While wearing this cloak, you can take a Magic action to create one of two effects:",,rare,wondrous,no,GHCG,3
cloak_of_the_mausgeist,Cloak of the Mausgeist,Wondrous Item,,Very Rare,Required,False,GHCG,True,"This fine garment is made of mausgeist fur with a silk lining. While wearing it, you gain the following benefits:",Requires Attunement,very rare,wondrous,yes,GHCG,4
cloak_of_the_stygian_bat,Cloak of the Stygian Bat,Wondrous Item,,Rare,Required,False,GHCG,True,"This cloak is made from stygian bat hides and bristles with coarse black hair, While wearing the cloak, you have Advantage on Wisdom (Perception) checks that rely on hearing.",Requires Attunement,rare,wondrous,yes,GHCG,3
cloak_of_therianthropy,Cloak of Therianthropy,Wondrous Item,,Rare,Required,False,GHCG,True,"This spotted grey cloak is made of styrkvisnar hide. While wearing it, you have Advantage on Strength (Athletics) checks.",Requires Attunement,rare,wondrous,yes,GHCG,3
coat_of_lies,Coat of Lies,Wondrous Item,,Rare,Required,False,GHCG,True,"This coat is made from the tongues of a harvester of lies’ victims. While you wear it, you gain a +1 bonus to Armor Class and you have Advantage on Charisma (Deception) checks.",Requires Attunement,rare,wondrous,yes,GHCG,3
coin_of_war_and_fear,Coin of War and Fear,Wondrous Item,,Rare,Required,False,GHCG,True,"This dark metal coin is a token of heretical dogma that claims Empyreus and Beleth are one and the same. One side bears the Empyreus's icon, while the other shows Beleth's leering face.",Requires Attunement,rare,wondrous,yes,GHCG,3
coldrazor,Coldrazor,Weapon,Handaxe,Legendary,Required,False,GHCG,True,"This infamous axe is wielded by the memori lich known as Runa Banasár. It appears to be made of ice, carved with runes and studded with various tiny, glittering gems.",Requires Attunement,legendary,weapon,yes,GHCG,5
collar_of_the_undead,Collar of the Undead,Wondrous Item,,Very Rare,,False,GHCG,True,"Some people have no qualms about exploiting any opportunity for profit, including the sorrow caused by the loss of a loved one. Such people would appreciate the Collar of the Undead, whether as con artists looking for bereaved individuals to fleece, or as dark sorcerers in need of souls.",,very rare,wondrous,no,GHCG,4
